Time Scale; Number of Packets; Total data; 
562; 1687620; 84650469.000000; 
563; 1705600; 85553636.000000; 
564; 1691362; 84838631.000000; 
565; 1705163; 85531541.000000; 
566; 1694170; 84980117.000000; 
567; 1702206; 85383820.000000; 
568; 3409591; 85641073.000000; 
569; 5097602; 84668742.000000; 
570; 1705450; 85546171.000000; 
571; 1684319; 84485622.000000; 
572; 1705371; 85542048.000000; 
573; 1689654; 84754015.000000; 
574; 1698050; 85174821.000000; 
575; 1690726; 84809216.000000; 
576; 1694914; 85021975.000000; 
577; 1705680; 85557706.000000; 
578; 1689600; 84751386.000000; 
579; 1706385; 85592903.000000; 
580; 1690122; 84778891.000000; 
581; 1705348; 85541051.000000; 
582; 1688674; 84704112.000000; 
583; 1704556; 85501154.000000; 
584; 1705693; 85558356.000000; 
585; 1685873; 84564187.000000; 
586; 1704630; 85517877.000000; 
587; 1687924; 84668215.000000; 
588; 1702724; 85408882.000000; 
589; 1689221; 84731497.000000; 
590; 1702922; 85417599.000000; 
591; 1696550; 85098468.000000; 
592; 1694567; 85000383.000000; 
593; 1705685; 85557880.000000; 
594; 1688946; 84716715.000000; 
595; 1706144; 85580341.000000; 
596; 1688123; 84676028.000000; 
597; 1705356; 85541077.000000; 
598; 3393271; 84665347.000000; 
599; 1705257; 85538014.000000; 
600; 1703873; 85467034.000000; 
601; 1688021; 84671471.000000; 
602; 1704302; 85487250.000000; 
603; 1688391; 84691383.000000; 
604; 1705579; 85554629.000000; 
605; 1687757; 84658692.000000; 
606; 1705266; 85536732.000000; 
607; 1693132; 84929003.000000; 
608; 1700009; 85273778.000000; 
609; 1705407; 85543086.000000; 
610; 1688764; 84708912.000000; 
611; 1706338; 85590717.000000; 
612; 1686664; 84605139.000000; 
613; 1705580; 85552037.000000; 
614; 1690075; 84775040.000000; 
615; 1704481; 85497510.000000; 
616; 1703213; 85437121.000000; 
617; 1690563; 84798246.000000; 
618; 1706122; 85579957.000000; 
619; 1689244; 84732851.000000; 
620; 1705417; 85547783.000000; 
621; 1689360; 84740323.000000; 
622; 1705062; 85526359.000000; 
623; 1691946; 84869477.000000; 
624; 1701829; 85363495.000000; 
625; 1705498; 85549338.000000; 
626; 1686067; 84573959.000000; 
627; 1706338; 85589918.000000; 
628; 1689706; 84757702.000000; 
629; 1705334; 85543324.000000; 
630; 1687426; 84647954.000000; 
631; 1705813; 85563721.000000; 
632; 1698584; 85202316.000000; 
633; 1694335; 84987322.000000; 
634; 1706463; 85598372.000000; 
635; 1688777; 84710243.000000; 
636; 1706074; 85577341.000000; 
637; 1689526; 84747021.000000; 
638; 1706526; 85601389.000000; 
639; 1688870; 84715452.000000; 
640; 1705880; 85567702.000000; 
641; 1706803; 85615044.000000; 
642; 1690434; 84791865.000000; 
643; 1705884; 85566911.000000; 
644; 1688840; 84713853.000000; 
645; 1705132; 85529999.000000; 
646; 1689887; 84765826.000000; 
647; 1705275; 85537352.000000; 
648; 1696476; 85095982.000000; 
649; 1696812; 85112856.000000; 
650; 1706396; 85593578.000000; 
651; 1688347; 84688128.000000; 
652; 1705442; 85545605.000000; 
653; 1688726; 84707524.000000; 
654; 1706241; 85584693.000000; 
655; 1688411; 84691095.000000; 
656; 1706015; 85573432.000000; 
657; 1704158; 85480361.000000; 
658; 1687725; 84655864.000000; 
659; 1705780; 85562252.000000; 
660; 1688177; 84679957.000000; 
661; 1705265; 85536317.000000; 
662; 1689505; 84747797.000000; 
663; 1705874; 85566964.000000; 
664; 1694827; 85012587.000000; 
665; 1697903; 85167489.000000; 
666; 1705451; 85545295.000000; 
667; 1689158; 84731825.000000; 
668; 1705677; 85557966.000000; 
669; 1688379; 84691068.000000; 
670; 1705029; 85524958.000000; 
671; 1686639; 84604091.000000; 
672; 1705352; 85540477.000000; 
673; 1698661; 85205399.000000; 
674; 3390041; 84839226.000000; 
675; 1704533; 85500106.000000; 
676; 1688218; 84683553.000000; 
677; 1705754; 85560110.000000; 
678; 1689119; 84726670.000000; 
679; 1706020; 85573083.000000; 
680; 1691099; 84827628.000000; 
681; 1702315; 85387989.000000; 
682; 1706202; 85584258.000000; 
683; 1686799; 84612037.000000; 
684; 1705512; 85549655.000000; 
685; 1688241; 84682629.000000; 
686; 1705097; 85528311.000000; 
687; 1688532; 84697085.000000; 
688; 1706016; 85573744.000000; 
689; 1700874; 85316736.000000; 
690; 1625460; 81534742.000000; 
691; 1706078; 85578090.000000; 
692; 1686765; 84608570.000000; 
693; 1706373; 85591800.000000; 
694; 1689602; 84751102.000000; 
695; 1705921; 85568409.000000; 
696; 1688944; 84720364.000000; 
697; 1703766; 85475273.000000; 
698; 1707073; 85627104.000000; 
699; 1686867; 84615239.000000; 
700; 1705428; 85544462.000000; 
701; 1687765; 84659629.000000; 
702; 1704621; 85503770.000000; 
703; 1685149; 84527586.000000; 
704; 1705626; 85555271.000000; 
705; 1697754; 85163558.000000; 
706; 1696164; 85080151.000000; 
707; 3401776; 85551851.000000; 
708; 1685943; 84570443.000000; 
709; 1705230; 85535935.000000; 
710; 1690345; 84787495.000000; 
711; 1705538; 85549671.000000; 
712; 1688395; 84690873.000000; 
713; 1705343; 85539931.000000; 
714; 1702085; 85377943.000000; 
715; 1688440; 84692334.000000; 
716; 1706014; 85574110.000000; 
717; 1687903; 84664165.000000; 
718; 3393930; 85573068.000000; 
719; 1690175; 84780582.000000; 
720; 1705991; 85572427.000000; 
721; 1695210; 85030573.000000; 
722; 1699857; 85266167.000000; 
723; 1705914; 85569270.000000; 
724; 3394631; 84704715.000000; 
725; 1705146; 85530530.000000; 
726; 1684807; 84511717.000000; 
727; 1706152; 85581806.000000; 
728; 1687956; 84667797.000000; 
729; 1705803; 85565250.000000; 
730; 1701530; 85352485.000000; 
731; 1691859; 84863538.000000; 
732; 1705600; 85552607.000000; 
733; 1687329; 84638926.000000; 
734; 3392437; 85527112.000000; 
735; 1685837; 84562746.000000; 
736; 1706156; 85580941.000000; 
737; 1693072; 84927486.000000; 
738; 1701751; 85360706.000000; 
739; 1705875; 85567096.000000; 
740; 3394247; 84687384.000000; 
741; 1704412; 85492855.000000; 
742; 1689896; 84765145.000000; 
743; 1706806; 85613664.000000; 
744; 1688124; 84678403.000000; 
745; 1706048; 85577589.000000; 
746; 1699174; 85231052.000000; 
747; 1695133; 85029487.000000; 
748; 1706766; 85611479.000000; 
749; 1685063; 84523154.000000; 
750; 1705005; 85526423.000000; 
751; 1689592; 84750723.000000; 
752; 1705332; 85540062.000000; 
753; 1691684; 84854849.000000; 
754; 1705778; 85562571.000000; 
755; 1706880; 85617161.000000; 
756; 1679765; 84258741.000000; 
757; 1706383; 85592803.000000; 
758; 1689346; 84738294.000000; 
759; 1705194; 85532536.000000; 
760; 1690527; 84797887.000000; 
761; 1705410; 85544392.000000; 
762; 1698210; 85185587.000000; 
763; 1696721; 85107762.000000; 
764; 1706455; 85596836.000000; 
765; 1686836; 84613412.000000; 
766; 1706150; 85581411.000000; 
767; 1683771; 84460099.000000; 
768; 1706151; 85582716.000000; 
769; 1689350; 84739764.000000; 
770; 1705361; 85541742.000000; 
771; 1705121; 85530518.000000; 
772; 1689272; 84736091.000000; 
773; 1705875; 85566827.000000; 
774; 1689745; 84757477.000000; 
775; 1707369; 85642453.000000; 
776; 1689101; 84727820.000000; 
777; 1705790; 85562936.000000; 
778; 1695023; 85025745.000000; 
779; 1699608; 85254282.000000; 
780; 1706098; 85578191.000000; 
781; 1686568; 84599245.000000; 
782; 1705479; 85548243.000000; 
783; 1686829; 84612733.000000; 
784; 1705447; 85545603.000000; 
785; 1689712; 84755613.000000; 
786; 1705871; 85566885.000000; 
787; 1701886; 85367356.000000; 
788; 1692566; 84899114.000000; 
789; 1706479; 85598251.000000; 
790; 1686563; 84600538.000000; 
791; 1706971; 85622155.000000; 
792; 1687747; 84660917.000000; 
793; 1706503; 85599393.000000; 
794; 1687125; 84627609.000000; 
795; 1700893; 85317369.000000; 
796; 1706365; 85591686.000000; 
797; 1689619; 84751656.000000; 
798; 1707550; 85651137.000000; 
799; 1689910; 84766641.000000; 
800; 1706780; 85611810.000000; 
801; 1690671; 84804645.000000; 
802; 1705334; 85540266.000000; 
803; 1700431; 85294009.000000; 
804; 1695703; 85068060.000000; 
805; 1705911; 85568358.000000; 
806; 1686979; 84620590.000000; 
807; 1705729; 85560688.000000; 
808; 1689093; 84725727.000000; 
809; 1706350; 85591261.000000; 
810; 1689962; 84770803.000000; 
811; 1704194; 85484514.000000; 
812; 1705129; 85532349.000000; 
813; 1686700; 84606818.000000; 
814; 1706070; 85577802.000000; 
815; 1688847; 84712748.000000; 
816; 1706463; 85597350.000000; 
817; 1689572; 84749936.000000; 
